"SMPAGEID","SAMPLEID","CHRONLGYID","AGE","AGEYOUNGER","AGEOLDER","CREATED_AT","UPDATED_AT"
127837,137872,8069,3439,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127838,137873,8069,4310,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127839,137874,8069,4959,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127840,137875,8069,5385,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127841,137876,8069,5811,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127842,137877,8069,6236,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127843,137878,8069,6662,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127844,137879,8069,7088,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127845,137880,8069,7489,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127846,137881,8069,7865,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127847,137882,8069,8240,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127848,137883,8069,8616,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127849,137884,8069,8967,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127850,137885,8069,9292,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127851,137886,8069,9617,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127852,137887,8069,9942,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127853,137888,8069,10268,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127854,137889,8069,10593,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127855,137890,8069,10918,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127856,137891,8069,11243,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127857,137892,8069,11565,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127858,137893,8069,11888,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127859,137894,8069,12210,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127860,137895,8069,12532,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127861,137896,8069,12854,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127862,137897,8069,13177,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127863,137898,8069,13499,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127864,137899,8069,13821,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127865,137900,8069,14143,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127866,137901,8069,14465,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127867,137902,8069,14788,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127868,137903,8069,15110,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127869,137904,8069,15432,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127870,137905,8069,15754,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127871,137906,8069,16077,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
127872,137907,8069,16399,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130784,140804,8144,-15,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130785,140805,8144,73,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130786,140806,8144,161,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130787,140807,8144,336,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130788,140808,8144,512,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130789,140809,8144,687,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130790,140810,8144,863,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130791,140811,8144,1038,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130792,140812,8144,1213,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130793,140813,8144,1388,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130794,140814,8144,1563,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130795,140815,8144,1737,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130796,140816,8144,1917,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130797,140817,8144,2111,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130798,140818,8144,2330,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130799,140819,8144,2583,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130800,140820,8144,2879,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130801,140821,8144,3223,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130802,140822,8144,3613,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130803,140823,8144,4045,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130804,140824,8144,4518,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130805,140825,8144,5030,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130806,140826,8144,5577,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130807,140827,8144,6159,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130808,140828,8144,6772,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130809,140829,8144,7413,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130810,140830,8144,8082,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130811,140831,8144,8775,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130812,140832,8144,9490,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130813,140833,8144,10224,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130814,140834,8144,10971,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130815,140835,8144,11725,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130816,140836,8144,12000,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130817,140837,8144,12275,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130818,140838,8144,12550,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130819,140839,8144,12800,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
130820,140804,8145,-28,-31,-25,"2024-04-11 08:39:06.965 +0200",NA
130821,140805,8145,79,-30,316,"2024-04-11 08:39:06.965 +0200",NA
130822,140806,8145,190,7,499,"2024-04-11 08:39:06.965 +0200",NA
130823,140807,8145,413,118,846,"2024-04-11 08:39:06.965 +0200",NA
130824,140808,8145,642,267,1176,"2024-04-11 08:39:06.965 +0200",NA
130825,140809,8145,865,422,1474,"2024-04-11 08:39:06.965 +0200",NA
130826,140810,8145,1090,588,1761,"2024-04-11 08:39:06.965 +0200",NA
130827,140811,8145,1314,777,2059,"2024-04-11 08:39:06.965 +0200",NA
130828,140812,8145,1538,960,2332,"2024-04-11 08:39:06.965 +0200",NA
130829,140813,8145,1765,1158,2625,"2024-04-11 08:39:06.965 +0200",NA
130830,140814,8145,1991,1372,2904,"2024-04-11 08:39:06.965 +0200",NA
130831,140815,8145,2259,1598,3224,"2024-04-11 08:39:06.965 +0200",NA
130832,140816,8145,2623,1847,3699,"2024-04-11 08:39:06.965 +0200",NA
130833,140817,8145,2972,2105,4133,"2024-04-11 08:39:06.965 +0200",NA
130834,140818,8145,3339,2394,4590,"2024-04-11 08:39:06.965 +0200",NA
130835,140819,8145,3708,2694,5017,"2024-04-11 08:39:06.965 +0200",NA
130836,140820,8145,4069,3006,5428,"2024-04-11 08:39:06.965 +0200",NA
130837,140821,8145,4567,3391,5983,"2024-04-11 08:39:06.965 +0200",NA
130838,140822,8145,5125,3853,6587,"2024-04-11 08:39:06.965 +0200",NA
130839,140823,8145,5688,4369,7196,"2024-04-11 08:39:06.965 +0200",NA
130840,140824,8145,6243,4866,7789,"2024-04-11 08:39:06.965 +0200",NA
130841,140825,8145,6802,5378,8345,"2024-04-11 08:39:06.965 +0200",NA
130842,140826,8145,7350,5914,8903,"2024-04-11 08:39:06.965 +0200",NA
130843,140827,8145,7905,6446,9443,"2024-04-11 08:39:06.965 +0200",NA
130844,140828,8145,8459,6996,9979,"2024-04-11 08:39:06.965 +0200",NA
130845,140829,8145,9027,7572,10519,"2024-04-11 08:39:06.965 +0200",NA
130846,140830,8145,9587,8166,11040,"2024-04-11 08:39:06.965 +0200",NA
130847,140831,8145,10140,8778,11574,"2024-04-11 08:39:06.965 +0200",NA
130848,140832,8145,10706,9422,12073,"2024-04-11 08:39:06.965 +0200",NA
130849,140833,8145,11258,9943,12655,"2024-04-11 08:39:06.965 +0200",NA
130850,140834,8145,11813,10407,13294,"2024-04-11 08:39:06.965 +0200",NA
130851,140835,8145,12364,10849,13916,"2024-04-11 08:39:06.965 +0200",NA
130852,140836,8145,12896,11297,14566,"2024-04-11 08:39:06.965 +0200",NA
130853,140837,8145,13394,11695,15198,"2024-04-11 08:39:06.965 +0200",NA
130854,140838,8145,13892,12089,15782,"2024-04-11 08:39:06.965 +0200",NA
130855,140839,8145,14400,12519,16406,"2024-04-11 08:39:06.965 +0200",NA
148267,157639,8615,-48,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
148268,157640,8615,2,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
148269,157641,8615,52,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
148270,157642,8615,102,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
148271,157643,8615,152,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
148272,157644,8615,202,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
148273,157645,8615,252,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
148274,157646,8615,302,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
148275,157647,8615,352,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
148276,157648,8615,402,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
148277,157649,8615,452,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
148278,157650,8615,503,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
148279,157651,8615,553,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
148280,157652,8615,603,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
148281,157653,8615,653,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
148282,157654,8615,703,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
148283,157655,8615,753,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
148284,157656,8615,803,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
148285,157657,8615,853,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
148286,157658,8615,903,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
148287,157659,8615,953,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
148288,157660,8615,1003,NA,NA,"2024-04-11 08:39:06.965 +0200",NA
148289,157639,8616,-48,-51,-45,"2024-04-11 08:39:06.965 +0200",NA
148290,157640,8616,3,-44,97,"2024-04-11 08:39:06.965 +0200",NA
148291,157641,8616,54,-26,172,"2024-04-11 08:39:06.965 +0200",NA
148292,157642,8616,106,2,233,"2024-04-11 08:39:06.965 +0200",NA
148293,157643,8616,160,35,288,"2024-04-11 08:39:06.965 +0200",NA
148294,157644,8616,221,70,392,"2024-04-11 08:39:06.965 +0200",NA
148295,157645,8616,286,119,461,"2024-04-11 08:39:06.965 +0200",NA
148296,157646,8616,350,170,529,"2024-04-11 08:39:06.965 +0200",NA
148297,157647,8616,414,226,600,"2024-04-11 08:39:06.965 +0200",NA
148298,157648,8616,479,283,664,"2024-04-11 08:39:06.965 +0200",NA
148299,157649,8616,546,344,726,"2024-04-11 08:39:06.965 +0200",NA
148300,157650,8616,611,426,775,"2024-04-11 08:39:06.965 +0200",NA
148301,157651,8616,674,511,822,"2024-04-11 08:39:06.965 +0200",NA
148302,157652,8616,731,569,880,"2024-04-11 08:39:06.965 +0200",NA
148303,157653,8616,779,613,937,"2024-04-11 08:39:06.965 +0200",NA
148304,157654,8616,815,645,1001,"2024-04-11 08:39:06.965 +0200",NA
148305,157655,8616,852,687,1060,"2024-04-11 08:39:06.965 +0200",NA
148306,157656,8616,888,723,1118,"2024-04-11 08:39:06.965 +0200",NA
148307,157657,8616,923,754,1178,"2024-04-11 08:39:06.965 +0200",NA
148308,157658,8616,915,747,1164,"2024-04-11 08:39:06.965 +0200",NA
148309,157659,8616,949,773,1231,"2024-04-11 08:39:06.965 +0200",NA
148310,157660,8616,982,790,1307,"2024-04-11 08:39:06.965 +0200",NA
187022,185111,11737,-58,-61,-56,"2024-04-11 08:39:06.965 +0200",NA
187023,184741,11737,-58,-61,-56,"2024-04-11 08:39:06.965 +0200",NA
187024,184730,11737,-58,-61,-56,"2024-04-11 08:39:06.965 +0200",NA
187025,184305,11737,-58,-61,-56,"2024-04-11 08:39:06.965 +0200",NA
187026,184271,11737,-58,-61,-56,"2024-04-11 08:39:06.965 +0200",NA
187027,184742,11737,-62,-68,-57,"2024-04-11 08:39:06.965 +0200",NA
187028,184306,11737,-62,-68,-57,"2024-04-11 08:39:06.965 +0200",NA
187029,184743,11737,-57,-61,-53,"2024-04-11 08:39:06.965 +0200",NA
187030,184744,11737,-55,-60,-51,"2024-04-11 08:39:06.965 +0200",NA
187031,184307,11737,-55,-60,-51,"2024-04-11 08:39:06.965 +0200",NA
187032,184745,11737,-54,-59,-49,"2024-04-11 08:39:06.965 +0200",NA
187033,184308,11737,-54,-59,-49,"2024-04-11 08:39:06.965 +0200",NA
187034,184705,11737,-54,-59,-49,"2024-04-11 08:39:06.965 +0200",NA
187035,184661,11737,-54,-59,-49,"2024-04-11 08:39:06.965 +0200",NA
187036,184746,11737,-52,-58,-47,"2024-04-11 08:39:06.965 +0200",NA
187037,184309,11737,-52,-58,-47,"2024-04-11 08:39:06.965 +0200",NA
187038,184747,11737,-51,-57,-45,"2024-04-11 08:39:06.965 +0200",NA
187039,184310,11737,-51,-57,-45,"2024-04-11 08:39:06.965 +0200",NA
187040,184748,11737,-49,-56,-43,"2024-04-11 08:39:06.965 +0200",NA
187041,184311,11737,-49,-56,-43,"2024-04-11 08:39:06.965 +0200",NA
187042,184749,11737,-48,-55,-41,"2024-04-11 08:39:06.965 +0200",NA
187043,184312,11737,-48,-55,-41,"2024-04-11 08:39:06.965 +0200",NA
187044,185112,11737,-47,-53,-40,"2024-04-11 08:39:06.965 +0200",NA
187045,184750,11737,-47,-53,-40,"2024-04-11 08:39:06.965 +0200",NA
187046,184313,11737,-47,-53,-40,"2024-04-11 08:39:06.965 +0200",NA
187047,184272,11737,-47,-53,-40,"2024-04-11 08:39:06.965 +0200",NA
187048,184751,11737,-45,-52,-38,"2024-04-11 08:39:06.965 +0200",NA
187049,184314,11737,-45,-52,-38,"2024-04-11 08:39:06.965 +0200",NA
187050,184752,11737,-44,-50,-37,"2024-04-11 08:39:06.965 +0200",NA
187051,184315,11737,-44,-50,-37,"2024-04-11 08:39:06.965 +0200",NA
187052,184753,11737,-42,-49,-35,"2024-04-11 08:39:06.965 +0200",NA
187053,184316,11737,-42,-49,-35,"2024-04-11 08:39:06.965 +0200",NA
187054,184754,11737,-41,-47,-34,"2024-04-11 08:39:06.965 +0200",NA
187055,184317,11737,-41,-47,-34,"2024-04-11 08:39:06.965 +0200",NA
187056,184755,11737,-39,-45,-33,"2024-04-11 08:39:06.965 +0200",NA
187057,184318,11737,-39,-45,-33,"2024-04-11 08:39:06.965 +0200",NA
187058,184756,11737,-37,-43,-32,"2024-04-11 08:39:06.965 +0200",NA
187059,184319,11737,-37,-43,-32,"2024-04-11 08:39:06.965 +0200",NA
187060,184757,11737,-36,-41,-31,"2024-04-11 08:39:06.965 +0200",NA
187061,184320,11737,-36,-41,-31,"2024-04-11 08:39:06.965 +0200",NA
187062,184758,11737,-35,-39,-30,"2024-04-11 08:39:06.965 +0200",NA
187063,184321,11737,-35,-39,-30,"2024-04-11 08:39:06.965 +0200",NA
187064,184759,11737,-33,-37,-29,"2024-04-11 08:39:06.965 +0200",NA
187065,185113,11737,-32,-34,-29,"2024-04-11 08:39:06.965 +0200",NA
187066,184760,11737,-32,-34,-29,"2024-04-11 08:39:06.965 +0200",NA
187067,184731,11737,-32,-34,-29,"2024-04-11 08:39:06.965 +0200",NA
187068,184322,11737,-32,-34,-29,"2024-04-11 08:39:06.965 +0200",NA
187069,184273,11737,-32,-34,-29,"2024-04-11 08:39:06.965 +0200",NA
187070,184761,11737,-30,-30,-29,"2024-04-11 08:39:06.965 +0200",NA
187071,184323,11737,-30,-30,-29,"2024-04-11 08:39:06.965 +0200",NA
187072,184762,11737,-10,-33,14,"2024-04-11 08:39:06.965 +0200",NA
187073,184324,11737,-10,-33,14,"2024-04-11 08:39:06.965 +0200",NA
187074,184763,11737,5,-30,40,"2024-04-11 08:39:06.965 +0200",NA
187075,184325,11737,5,-30,40,"2024-04-11 08:39:06.965 +0200",NA
187076,184764,11737,16,-27,58,"2024-04-11 08:39:06.965 +0200",NA
187077,184326,11737,16,-27,58,"2024-04-11 08:39:06.965 +0200",NA
187078,185114,11737,29,-21,79,"2024-04-11 08:39:06.965 +0200",NA
187079,184765,11737,29,-21,79,"2024-04-11 08:39:06.965 +0200",NA
187080,184732,11737,29,-21,79,"2024-04-11 08:39:06.965 +0200",NA
187081,184327,11737,29,-21,79,"2024-04-11 08:39:06.965 +0200",NA
187082,184706,11737,29,-21,79,"2024-04-11 08:39:06.965 +0200",NA
187083,184662,11737,29,-21,79,"2024-04-11 08:39:06.965 +0200",NA
187084,184766,11737,43,-15,100,"2024-04-11 08:39:06.965 +0200",NA
187085,184328,11737,43,-15,100,"2024-04-11 08:39:06.965 +0200",NA
187086,184767,11737,56,-9,120,"2024-04-11 08:39:06.965 +0200",NA
187087,184329,11737,56,-9,120,"2024-04-11 08:39:06.965 +0200",NA
187088,184768,11737,69,-1,139,"2024-04-11 08:39:06.965 +0200",NA
187089,184330,11737,69,-1,139,"2024-04-11 08:39:06.965 +0200",NA
187090,184769,11737,82,7,158,"2024-04-11 08:39:06.965 +0200",NA
187091,184331,11737,82,7,158,"2024-04-11 08:39:06.965 +0200",NA
187092,185115,11737,95,15,176,"2024-04-11 08:39:06.965 +0200",NA
187093,184770,11737,95,15,176,"2024-04-11 08:39:06.965 +0200",NA
187094,184332,11737,95,15,176,"2024-04-11 08:39:06.965 +0200",NA
187095,184274,11737,95,15,176,"2024-04-11 08:39:06.965 +0200",NA
187096,184771,11737,109,25,193,"2024-04-11 08:39:06.965 +0200",NA
187097,184333,11737,109,25,193,"2024-04-11 08:39:06.965 +0200",NA
187098,184772,11737,122,34,210,"2024-04-11 08:39:06.965 +0200",NA
187099,184334,11737,122,34,210,"2024-04-11 08:39:06.965 +0200",NA
187100,184773,11737,136,43,229,"2024-04-11 08:39:06.965 +0200",NA
187101,184335,11737,136,43,229,"2024-04-11 08:39:06.965 +0200",NA
187102,184774,11737,149,52,246,"2024-04-11 08:39:06.965 +0200",NA
187103,184336,11737,149,52,246,"2024-04-11 08:39:06.965 +0200",NA
187104,185116,11737,162,61,264,"2024-04-11 08:39:06.965 +0200",NA
187105,184775,11737,162,61,264,"2024-04-11 08:39:06.965 +0200",NA
187106,184337,11737,162,61,264,"2024-04-11 08:39:06.965 +0200",NA
187107,184776,11737,175,71,280,"2024-04-11 08:39:06.965 +0200",NA
187108,184777,11737,188,81,296,"2024-04-11 08:39:06.965 +0200",NA
187109,184778,11737,201,91,311,"2024-04-11 08:39:06.965 +0200",NA
187110,184338,11737,201,91,311,"2024-04-11 08:39:06.965 +0200",NA
187111,184779,11737,214,101,327,"2024-04-11 08:39:06.965 +0200",NA
187112,184339,11737,214,101,327,"2024-04-11 08:39:06.965 +0200",NA
187113,185117,11737,227,113,342,"2024-04-11 08:39:06.965 +0200",NA
187114,184780,11737,227,113,342,"2024-04-11 08:39:06.965 +0200",NA
187115,184340,11737,227,113,342,"2024-04-11 08:39:06.965 +0200",NA
187116,184275,11737,227,113,342,"2024-04-11 08:39:06.965 +0200",NA
187117,184781,11737,240,122,357,"2024-04-11 08:39:06.965 +0200",NA
187118,184341,11737,240,122,357,"2024-04-11 08:39:06.965 +0200",NA
187119,184782,11737,252,132,372,"2024-04-11 08:39:06.965 +0200",NA
187120,184342,11737,252,132,372,"2024-04-11 08:39:06.965 +0200",NA
187121,184783,11737,266,144,388,"2024-04-11 08:39:06.965 +0200",NA
187122,184343,11737,266,144,388,"2024-04-11 08:39:06.965 +0200",NA
187123,184784,11737,277,154,400,"2024-04-11 08:39:06.965 +0200",NA
187124,184344,11737,277,154,400,"2024-04-11 08:39:06.965 +0200",NA
187125,185118,11737,291,166,417,"2024-04-11 08:39:06.965 +0200",NA
187126,184785,11737,291,166,417,"2024-04-11 08:39:06.965 +0200",NA
187127,184345,11737,291,166,417,"2024-04-11 08:39:06.965 +0200",NA
187128,184707,11737,291,166,417,"2024-04-11 08:39:06.965 +0200",NA
187129,184663,11737,291,166,417,"2024-04-11 08:39:06.965 +0200",NA
187130,184786,11737,303,177,430,"2024-04-11 08:39:06.965 +0200",NA
187131,184346,11737,303,177,430,"2024-04-11 08:39:06.965 +0200",NA
187132,184787,11737,316,189,444,"2024-04-11 08:39:06.965 +0200",NA
187133,184347,11737,316,189,444,"2024-04-11 08:39:06.965 +0200",NA
187134,184788,11737,329,200,457,"2024-04-11 08:39:06.965 +0200",NA
187135,184348,11737,329,200,457,"2024-04-11 08:39:06.965 +0200",NA
187136,184789,11737,341,209,474,"2024-04-11 08:39:06.965 +0200",NA
187137,184349,11737,341,209,474,"2024-04-11 08:39:06.965 +0200",NA
187138,185119,11737,354,218,490,"2024-04-11 08:39:06.965 +0200",NA
187139,184790,11737,354,218,490,"2024-04-11 08:39:06.965 +0200",NA
187140,184350,11737,354,218,490,"2024-04-11 08:39:06.965 +0200",NA
187141,184276,11737,354,218,490,"2024-04-11 08:39:06.965 +0200",NA
187142,184791,11737,366,228,504,"2024-04-11 08:39:06.965 +0200",NA
187143,184351,11737,366,228,504,"2024-04-11 08:39:06.965 +0200",NA
187144,184792,11737,378,240,516,"2024-04-11 08:39:06.965 +0200",NA
187145,184352,11737,378,240,516,"2024-04-11 08:39:06.965 +0200",NA
187146,184793,11737,390,252,528,"2024-04-11 08:39:06.965 +0200",NA
187147,184353,11737,390,252,528,"2024-04-11 08:39:06.965 +0200",NA
187148,184794,11737,401,265,537,"2024-04-11 08:39:06.965 +0200",NA
187149,184354,11737,401,265,537,"2024-04-11 08:39:06.965 +0200",NA
187150,185120,11737,413,279,547,"2024-04-11 08:39:06.965 +0200",NA
187151,184795,11737,413,279,547,"2024-04-11 08:39:06.965 +0200",NA
187152,184355,11737,413,279,547,"2024-04-11 08:39:06.965 +0200",NA
187153,184796,11737,425,294,556,"2024-04-11 08:39:06.965 +0200",NA
187154,184356,11737,425,294,556,"2024-04-11 08:39:06.965 +0200",NA
187155,184797,11737,439,316,563,"2024-04-11 08:39:06.965 +0200",NA
187156,184357,11737,439,316,563,"2024-04-11 08:39:06.965 +0200",NA
187157,184798,11737,452,318,587,"2024-04-11 08:39:06.965 +0200",NA
187158,184358,11737,452,318,587,"2024-04-11 08:39:06.965 +0200",NA
187159,184799,11737,465,323,608,"2024-04-11 08:39:06.965 +0200",NA
187160,184359,11737,465,323,608,"2024-04-11 08:39:06.965 +0200",NA
187161,185121,11737,478,327,628,"2024-04-11 08:39:06.965 +0200",NA
187162,184800,11737,478,327,628,"2024-04-11 08:39:06.965 +0200",NA
187163,184676,11737,478,327,628,"2024-04-11 08:39:06.965 +0200",NA
187164,184360,11737,478,327,628,"2024-04-11 08:39:06.965 +0200",NA
187165,184277,11737,478,327,628,"2024-04-11 08:39:06.965 +0200",NA
187166,184801,11737,488,333,644,"2024-04-11 08:39:06.965 +0200",NA
187167,184361,11737,488,333,644,"2024-04-11 08:39:06.965 +0200",NA
187168,184802,11737,499,338,660,"2024-04-11 08:39:06.965 +0200",NA
187169,184362,11737,499,338,660,"2024-04-11 08:39:06.965 +0200",NA
187170,184803,11737,508,342,674,"2024-04-11 08:39:06.965 +0200",NA
187171,184363,11737,508,342,674,"2024-04-11 08:39:06.965 +0200",NA
187172,184804,11737,518,347,689,"2024-04-11 08:39:06.965 +0200",NA
187173,184364,11737,518,347,689,"2024-04-11 08:39:06.965 +0200",NA
187174,185122,11737,528,352,704,"2024-04-11 08:39:06.965 +0200",NA
187175,184805,11737,528,352,704,"2024-04-11 08:39:06.965 +0200",NA
187176,184365,11737,528,352,704,"2024-04-11 08:39:06.965 +0200",NA
187177,184806,11737,538,357,718,"2024-04-11 08:39:06.965 +0200",NA
187178,184366,11737,538,357,718,"2024-04-11 08:39:06.965 +0200",NA
187179,184807,11737,547,362,732,"2024-04-11 08:39:06.965 +0200",NA
187180,184367,11737,547,362,732,"2024-04-11 08:39:06.965 +0200",NA
187181,184808,11737,556,366,747,"2024-04-11 08:39:06.965 +0200",NA
187182,184368,11737,556,366,747,"2024-04-11 08:39:06.965 +0200",NA
187183,184809,11737,567,372,762,"2024-04-11 08:39:06.965 +0200",NA
187184,184369,11737,567,372,762,"2024-04-11 08:39:06.965 +0200",NA
187185,185123,11737,575,376,774,"2024-04-11 08:39:06.965 +0200",NA
187186,184810,11737,575,376,774,"2024-04-11 08:39:06.965 +0200",NA
187187,184370,11737,575,376,774,"2024-04-11 08:39:06.965 +0200",NA
187188,184278,11737,575,376,774,"2024-04-11 08:39:06.965 +0200",NA
187189,184811,11737,584,381,788,"2024-04-11 08:39:06.965 +0200",NA
187190,184371,11737,584,381,788,"2024-04-11 08:39:06.965 +0200",NA
187191,184812,11737,596,387,805,"2024-04-11 08:39:06.965 +0200",NA
187192,184372,11737,596,387,805,"2024-04-11 08:39:06.965 +0200",NA
187193,184813,11737,604,391,817,"2024-04-11 08:39:06.965 +0200",NA
187194,184373,11737,604,391,817,"2024-04-11 08:39:06.965 +0200",NA
187195,184814,11737,613,397,830,"2024-04-11 08:39:06.965 +0200",NA
187196,184374,11737,613,397,830,"2024-04-11 08:39:06.965 +0200",NA
187197,185124,11737,624,402,846,"2024-04-11 08:39:06.965 +0200",NA
187198,184815,11737,624,402,846,"2024-04-11 08:39:06.965 +0200",NA
187199,184375,11737,624,402,846,"2024-04-11 08:39:06.965 +0200",NA
187200,184816,11737,633,407,860,"2024-04-11 08:39:06.965 +0200",NA
187201,184376,11737,633,407,860,"2024-04-11 08:39:06.965 +0200",NA
187202,184817,11737,642,412,873,"2024-04-11 08:39:06.965 +0200",NA
187203,184377,11737,642,412,873,"2024-04-11 08:39:06.965 +0200",NA
187204,184818,11737,652,418,886,"2024-04-11 08:39:06.965 +0200",NA
187205,184378,11737,652,418,886,"2024-04-11 08:39:06.965 +0200",NA
187206,184819,11737,660,424,897,"2024-04-11 08:39:06.965 +0200",NA
187207,184379,11737,660,424,897,"2024-04-11 08:39:06.965 +0200",NA
187208,185125,11737,670,429,911,"2024-04-11 08:39:06.965 +0200",NA
187209,184820,11737,670,429,911,"2024-04-11 08:39:06.965 +0200",NA
187210,184733,11737,670,429,911,"2024-04-11 08:39:06.965 +0200",NA
187211,184380,11737,670,429,911,"2024-04-11 08:39:06.965 +0200",NA
187212,184279,11737,670,429,911,"2024-04-11 08:39:06.965 +0200",NA
187213,184821,11737,681,434,927,"2024-04-11 08:39:06.965 +0200",NA
187214,184381,11737,681,434,927,"2024-04-11 08:39:06.965 +0200",NA
187215,184822,11737,688,441,935,"2024-04-11 08:39:06.965 +0200",NA
187216,184382,11737,688,441,935,"2024-04-11 08:39:06.965 +0200",NA
187217,184823,11737,698,447,949,"2024-04-11 08:39:06.965 +0200",NA
187218,184383,11737,698,447,949,"2024-04-11 08:39:06.965 +0200",NA
187219,184824,11737,707,452,963,"2024-04-11 08:39:06.965 +0200",NA
187220,184384,11737,707,452,963,"2024-04-11 08:39:06.965 +0200",NA
187221,185126,11737,716,458,973,"2024-04-11 08:39:06.965 +0200",NA
