"ELEMTYPEID","ELEMENTYPE","DATASRCID","CREATED_AT","UPDATED_AT"
423,"mesopterygoid",10,"2024-04-12 14:01:54.970 +0200",NA
424,"metapterygoid",10,"2024-04-12 14:01:54.970 +0200",NA
425,"opercle",10,"2024-04-12 14:01:54.970 +0200",NA
426,"parasphenoid",10,"2024-04-12 14:01:54.970 +0200",NA
427,"post-cleithrum",10,"2024-04-12 14:01:54.970 +0200",NA
428,"posttemporal",10,"2024-04-12 14:01:54.970 +0200",NA
429,"premaxilla",10,"2024-04-12 14:01:54.970 +0200",NA
430,"preopercle",10,"2024-04-12 14:01:54.970 +0200",NA
431,"prootic",10,"2024-04-12 14:01:54.970 +0200",NA
432,"quadrate",10,"2024-04-12 14:01:54.970 +0200",NA
433,"subopercle",10,"2024-04-12 14:01:54.970 +0200",NA
434,"supracleithrum",10,"2024-04-12 14:01:54.970 +0200",NA
435,"supraoccipital",10,"2024-04-12 14:01:54.970 +0200",NA
436,"urohyal",10,"2024-04-12 14:01:54.970 +0200",NA
437,"antorbital",10,"2024-04-12 14:01:54.970 +0200",NA
438,"articular",10,"2024-04-12 14:01:54.970 +0200",NA
439,"branchiostegal",10,"2024-04-12 14:01:54.970 +0200",NA
440,"fin",10,"2024-04-12 14:01:54.970 +0200",NA
441,"infraorbital",10,"2024-04-12 14:01:54.970 +0200",NA
442,"lachrymal",10,"2024-04-12 14:01:54.970 +0200",NA
443,"maxillary",10,"2024-04-12 14:01:54.970 +0200",NA
444,"symplectic",10,"2024-04-12 14:01:54.970 +0200",NA
445,">20 µm",10,"2024-04-12 14:01:54.970 +0200",NA
446,"thorn",10,"2024-04-12 14:01:54.970 +0200",NA
447,"leaflet",10,"2024-04-12 14:01:54.970 +0200",NA
448,"phyllary",10,"2024-04-12 14:01:54.970 +0200",NA
450,"stamen",10,"2024-04-12 14:01:54.970 +0200",NA
451,"shoot",10,"2024-04-12 14:01:54.970 +0200",NA
452,"catkin scale",10,"2024-04-12 14:01:54.970 +0200",NA
453,"stem, leaf",10,"2024-04-12 14:01:54.970 +0200",NA
454,"skeleton",10,"2024-04-12 14:01:54.970 +0200",NA
455,"megasporangium",10,"2024-04-12 14:01:54.970 +0200",NA
456,"resting spore",10,"2024-04-12 14:01:54.970 +0200",NA
457,"bone/antler",10,"2024-04-12 14:01:54.970 +0200",NA
458,"catkin bract, pistillate",10,"2024-04-12 14:01:54.970 +0200",NA
459,"mass",10,"2024-04-12 14:01:54.970 +0200",NA
460,"sclereid cell, star-shaped",10,"2024-04-12 14:01:54.970 +0200",NA
461,"catkin",10,"2024-04-12 14:01:54.970 +0200",NA
462,"catkin, pistillate",10,"2024-04-12 14:01:54.970 +0200",NA
463,"catkin, staminate",10,"2024-04-12 14:01:54.970 +0200",NA
464,"mericarp",10,"2024-04-12 14:01:54.970 +0200",NA
465,"mandible/claw",10,"2024-04-12 14:01:54.970 +0200",NA
466,"egg",10,"2024-04-12 14:01:54.970 +0200",NA
467,"aboveground parts",10,"2024-04-12 14:01:54.970 +0200",NA
468,"oocyte",10,"2024-04-12 14:01:54.970 +0200",NA
469,"trichoblast",10,"2024-04-12 14:01:54.970 +0200",NA
470,">180 µm",10,"2024-04-12 14:01:54.970 +0200",NA
471,"phytolith",10,"2024-04-12 14:01:54.970 +0200",NA
472,"<80 µm",10,"2024-04-12 14:01:54.970 +0200",NA
473,"80-125 µm",10,"2024-04-12 14:01:54.970 +0200",NA
474,"pupa",10,"2024-04-12 14:01:54.970 +0200",NA
475,"pupa (large)",10,"2024-04-12 14:01:54.970 +0200",NA
476,"pupa (small)",10,"2024-04-12 14:01:54.970 +0200",NA
477,"flower bud",10,"2024-04-12 14:01:54.970 +0200",NA
478,"jaw",10,"2024-04-12 14:01:54.970 +0200",NA
480,"tooth, unicuspid",10,"2024-04-12 14:01:54.970 +0200",NA
481,"mummy",10,"2024-04-12 14:01:54.970 +0200",NA
482,"vegetative",10,"2024-04-12 14:01:54.970 +0200",NA
483,"epidermis",10,"2024-04-12 14:01:54.970 +0200",NA
484,"carpometacarpus",10,"2024-04-12 14:01:54.970 +0200",NA
485,"complete skeleton",10,"2024-04-12 14:01:54.970 +0200",NA
486,"furculum",10,"2024-04-12 14:01:54.970 +0200",NA
487,"longbone",10,"2024-04-12 14:01:54.970 +0200",NA
488,"podial",10,"2024-04-12 14:01:54.970 +0200",NA
489,"synsacrum",10,"2024-04-12 14:01:54.970 +0200",NA
490,"areole",10,"2024-04-12 14:01:54.970 +0200",NA
491,"bur",10,"2024-04-12 14:01:54.970 +0200",NA
492,"cocoon",10,"2024-04-12 14:01:54.970 +0200",NA
493,"awn",10,"2024-04-12 14:01:54.970 +0200",NA
494,"entire",10,"2024-04-12 14:01:54.970 +0200",NA
497,"radio-cubitus",10,"2024-04-12 14:01:54.970 +0200",NA
498,"sepal",10,"2024-04-12 14:01:54.970 +0200",NA
499,"metapodial, vestigial",10,"2024-04-12 14:01:54.970 +0200",NA
500,"dermal ossicle",10,"2024-04-12 14:01:54.970 +0200",NA
501,"wood, xylem",10,"2024-04-12 14:01:54.970 +0200",NA
502,"xylem",10,"2024-04-12 14:01:54.970 +0200",NA
503,"vertebral cap",10,"2024-04-12 14:01:54.970 +0200",NA
504,"maxilla, premolars",10,"2024-04-12 14:01:54.970 +0200",NA
505,"maxilla, incisors",10,"2024-04-12 14:01:54.970 +0200",NA
506,"bone/scale",10,"2024-04-12 14:01:54.970 +0200",NA
507,"bone/claw",10,"2024-04-12 14:01:54.970 +0200",NA
508,"pharyngeal jaw",10,"2024-04-12 14:01:54.970 +0200",NA
509,"carapace",10,"2024-04-12 14:01:54.970 +0200",NA
510,"beak",10,"2024-04-12 14:01:54.970 +0200",NA
511,"megastrobilus/seed",10,"2024-04-12 14:01:54.970 +0200",NA
512,"bract/pappus",10,"2024-04-12 14:01:54.970 +0200",NA
513,"bud/bract",10,"2024-04-12 14:01:54.970 +0200",NA
514,"caryopsis",10,"2024-04-12 14:01:54.970 +0200",NA
515,"flower/leaf",10,"2024-04-12 14:01:54.970 +0200",NA
516,"gall",10,"2024-04-12 14:01:54.970 +0200",NA
517,"seed/pappus",10,"2024-04-12 14:01:54.970 +0200",NA
518,"0.5-1.0 mm",10,"2024-04-12 14:01:54.970 +0200",NA
519,">1.0 mm",10,"2024-04-12 14:01:54.970 +0200",NA
520,"branchlet",10,"2024-04-12 14:01:54.970 +0200",NA
521,"petiole",10,"2024-04-12 14:01:54.970 +0200",NA
522,"seed/seed wing",10,"2024-04-12 14:01:54.970 +0200",NA
523,"leaf hooks",10,"2024-04-12 14:01:54.970 +0200",NA
524,"perine",10,"2024-04-12 14:01:54.970 +0200",NA
525,"aril",10,"2024-04-12 14:01:54.970 +0200",NA
526,"berry",10,"2024-04-12 14:01:54.970 +0200",NA
527,"cleistogene",10,"2024-04-12 14:01:54.970 +0200",NA
528,"culm",10,"2024-04-12 14:01:54.970 +0200",NA
529,"inflorescence",10,"2024-04-12 14:01:54.970 +0200",NA
530,"pedicel",10,"2024-04-12 14:01:54.970 +0200",NA
531,"ascospore",10,"2024-04-12 14:01:54.970 +0200",NA
532,"fruit hooks",10,"2024-04-12 14:01:54.970 +0200",NA
533,"leaf tip",10,"2024-04-12 14:01:54.970 +0200",NA
534,"lorica",10,"2024-04-12 14:01:54.970 +0200",NA
535,"zygospore/aplanospore",10,"2024-04-12 14:01:54.970 +0200",NA
536,"inner lining",10,"2024-04-12 14:01:54.970 +0200",NA
537,"wet mass",10,"2024-04-12 14:01:54.970 +0200",NA
538,"body exoskeleton",10,"2024-04-12 14:01:54.970 +0200",NA
539,"<25 µm",10,"2024-04-12 14:01:54.970 +0200",NA
540,">25 µm",10,"2024-04-12 14:01:54.970 +0200",NA
541,"<40 µm",10,"2024-04-12 14:01:54.970 +0200",NA
542,">40 µm",10,"2024-04-12 14:01:54.970 +0200",NA
543,"rhizome/root",10,"2024-04-12 14:01:54.970 +0200",NA
544,"gametophore",10,"2024-04-12 14:01:54.970 +0200",NA
545,"imago",10,"2024-04-12 14:01:54.970 +0200",NA
546,"sporocarp",10,"2024-04-12 14:01:54.970 +0200",NA
547,"idioblast",10,"2024-04-12 14:01:54.970 +0200",NA
548,"massulae",10,"2024-04-12 14:01:54.970 +0200",NA
549,"non-pollen palynomorph",10,"2024-04-12 14:01:54.970 +0200",NA
550,"craniodental",10,"2024-04-12 14:01:54.970 +0200",NA
551,"filament",10,"2024-04-12 14:01:54.970 +0200",NA
552,"cell",10,"2024-04-12 14:01:54.970 +0200",NA
553,"filament/cell",10,"2024-04-12 14:01:54.970 +0200",NA
554,"linear dimension",10,"2024-04-12 14:01:54.970 +0200",NA
555,"total",10,"2024-04-12 14:01:54.970 +0200",NA
556,"microfragment",10,"2024-04-12 14:01:54.970 +0200",NA
557,"macrofragment",10,"2024-04-12 14:01:54.970 +0200",NA
558,"seed epidermis",10,"2024-04-12 14:01:54.970 +0200",NA
559,"labium",10,"2024-04-12 14:01:54.970 +0200",NA
560,"ovum",10,"2024-04-12 14:01:54.970 +0200",NA
561,"particle",10,"2024-04-12 14:01:54.970 +0200",NA
562,"sporangium",10,"2024-04-12 14:01:54.970 +0200",NA
563,"chlamydospore",10,"2024-04-12 14:01:54.970 +0200",NA
564,"conidium",10,"2024-04-12 14:01:54.970 +0200",NA
565,"conidium/chlamydospore",10,"2024-04-12 14:01:54.970 +0200",NA
566,"fruit body/ascospore",10,"2024-04-12 14:01:54.970 +0200",NA
567,"cell cluster",10,"2024-04-12 14:01:54.970 +0200",NA
568,"postabdomen, female",10,"2024-04-12 14:01:54.970 +0200",NA
569,"postabdomen, male",10,"2024-04-12 14:01:54.970 +0200",NA
570,"sclereid cell",10,"2024-04-12 14:01:54.970 +0200",NA
571,"fruit body",10,"2024-04-12 14:01:54.970 +0200",NA
572,"microsclerotium",10,"2024-04-12 14:01:54.970 +0200",NA
573,"mycorrhizal root",10,"2024-04-12 14:01:54.970 +0200",NA
574,"heptacosane",10,"2024-04-12 14:01:54.970 +0200",NA
575,"nonacosane",10,"2024-04-12 14:01:54.970 +0200",NA
576,"tricosane",10,"2024-04-12 14:01:54.970 +0200",NA
577,"coccon",10,"2024-04-12 14:01:54.970 +0200",NA
578,"peridinoid cyst",10,"2024-04-12 14:01:54.970 +0200",NA
579,"ectocuneiform",10,"2024-04-12 14:01:54.970 +0200",NA
580,"phalanx, distal (third), digit 3",10,"2024-04-12 14:01:54.970 +0200",NA
581,"phalanx, intermediate (second), digit 3",10,"2024-04-12 14:01:54.970 +0200",NA
582,"phalanx, proximal (first), digit 3",10,"2024-04-12 14:01:54.970 +0200",NA
583,"coprolite",10,"2024-04-12 14:01:54.970 +0200",NA
584,"arolia",10,"2024-04-12 14:01:54.970 +0200",NA
585,"lacinia",10,"2024-04-12 14:01:54.970 +0200",NA
586,"m/z = 1018",10,"2024-04-12 14:01:54.970 +0200",NA
587,"m/z = 1020",10,"2024-04-12 14:01:54.970 +0200",NA
588,"m/z = 1022",10,"2024-04-12 14:01:54.970 +0200",NA
589,"m/z = 1032",10,"2024-04-12 14:01:54.970 +0200",NA
590,"m/z = 1034",10,"2024-04-12 14:01:54.970 +0200",NA
591,"m/z = 1036",10,"2024-04-12 14:01:54.970 +0200",NA
592,"m/z = 1046",10,"2024-04-12 14:01:54.970 +0200",NA
593,"m/z = 1048",10,"2024-04-12 14:01:54.970 +0200",NA
594,"m/z = 1050",10,"2024-04-12 14:01:54.970 +0200",NA
595,"m/z = 1292",10,"2024-04-12 14:01:54.970 +0200",NA
596,"m/z = 1302",10,"2024-04-12 14:01:54.970 +0200",NA
597,"residue",10,"2024-04-12 14:01:54.970 +0200",NA
598,"number",10,"2024-04-12 14:01:54.970 +0200",NA
599,"mounted volume",10,"2024-04-12 14:01:54.970 +0200",NA
600,">150 µm",10,"2024-04-12 14:01:54.970 +0200",NA
601,"sclerotium",10,"2024-04-12 14:01:54.970 +0200",NA
602,"base cell",10,"2024-04-12 14:01:54.970 +0200",NA
603,"temporal",10,"2024-04-12 14:01:54.970 +0200",NA
604,"sphenoid",10,"2024-04-12 14:01:54.970 +0200",NA
605,"clavicle",10,"2024-04-12 14:01:54.970 +0200",NA
606,"talus",10,"2024-04-12 14:01:54.970 +0200",NA
607,"phalanx, foot",10,"2024-04-12 14:01:54.970 +0200",NA
608,"phalanx, hand",10,"2024-04-12 14:01:54.970 +0200",NA
609,"tooth, enamel",10,"2024-04-12 14:01:54.970 +0200",NA
610,"manus",10,"2024-04-12 14:01:54.970 +0200",NA
611,"lateral malleolus",10,"2024-04-12 14:01:54.970 +0200",NA
612,">500 µm",10,"2024-04-12 14:01:54.970 +0200",NA
613,"feather",10,"2024-04-12 14:01:54.970 +0200",NA
614,"blood residue",10,"2024-04-12 14:01:54.970 +0200",NA
615,"LOI estimated",10,"2024-04-12 14:01:54.970 +0200",NA
616,"960°C",10,"2024-04-12 14:01:54.970 +0200",NA
617,"50-125 µm",10,"2024-04-12 14:01:54.970 +0200",NA
618,"tracheid",10,"2024-04-12 14:01:54.970 +0200",NA
619,"molybdenum anode tube",10,"2024-04-12 14:01:54.970 +0200",NA
620,"bulk sediment",10,"2024-04-12 14:01:54.970 +0200",NA
621,"mandibles",10,"2024-04-12 14:01:54.970 +0200",NA
622,"skin",10,"2024-04-12 14:01:54.970 +0200",NA
623,"horn sheath",10,"2024-04-12 14:01:54.970 +0200",NA
624,"postcranial",10,"2024-04-12 14:01:54.970 +0200",NA
625,"tooth/tusk",10,"2024-04-12 14:01:54.970 +0200",NA
627,"keel",10,"2024-04-12 14:01:54.970 +0200",NA
628,"log",10,"2024-04-12 14:01:54.970 +0200",NA
629,"spore mass",10,"2024-04-12 14:01:54.970 +0200",NA
630,"carpal/tarsal",10,"2024-04-12 14:01:54.970 +0200",NA
631,">60 µm",10,"2024-04-12 14:01:54.970 +0200",NA
632,"15-60 µm",10,"2024-04-12 14:01:54.970 +0200",NA
633,"egg/remains",10,"2024-04-12 14:01:54.970 +0200",NA
634,">125 µm, grass",10,"2024-04-12 14:01:54.970 +0200",NA
635,"trace fossil",10,"2024-04-12 14:01:54.970 +0200",NA
636,">200 µm",10,"2024-04-12 14:01:54.970 +0200",NA
637,">600 µm",10,"2024-04-12 14:01:54.970 +0200",NA
638,"floral bract",10,"2024-04-12 14:01:54.970 +0200",NA
639,"fid",10,"2024-04-12 14:01:54.970 +0200",NA
640,"water",10,"2024-04-12 14:01:54.970 +0200",NA
641,"rhizome",10,"2024-04-12 14:01:54.970 +0200",NA
642,"perforation plate, scalariform",10,"2024-04-12 14:01:54.970 +0200",NA
643,"perforation plate, reticulate",10,"2024-04-12 14:01:54.970 +0200",NA
644,"perforation plate, foraminate",10,"2024-04-12 14:01:54.970 +0200",NA
645,"perforation plate, simple",10,"2024-04-12 14:01:54.970 +0200",NA
646,"<30 µm",10,"2024-04-12 14:01:54.970 +0200",NA
647,"30-60 µm",10,"2024-04-12 14:01:54.970 +0200",NA
648,"60-150 µm",10,"2024-04-12 14:01:54.970 +0200",NA
649,"10-150 µm",10,"2024-04-12 14:01:54.970 +0200",NA
650,"2-150 µm",10,"2024-04-12 14:01:54.970 +0200",NA
651,"plastron, anterior",10,"2024-04-12 14:01:54.970 +0200",NA
652,"osteoderm",10,"2024-04-12 14:01:54.970 +0200",NA
653,"epidermal scale",10,"2024-04-12 14:01:54.970 +0200",NA
654,"10-50 µm",10,"2024-04-12 14:01:54.970 +0200",NA
655,"50-180 µm",10,"2024-04-12 14:01:54.970 +0200",NA
656,"hyomandibula",10,"2024-04-12 14:01:54.970 +0200",NA
657,"cypsela",10,"2024-04-12 14:01:54.970 +0200",NA
658,"stylet muscle 3 (m3)",10,"2024-04-12 14:01:54.970 +0200",NA
659,"stylet muscle 5 (m5)",10,"2024-04-12 14:01:54.970 +0200",NA
660,"stylet muscle 6 (m6)",10,"2024-04-12 14:01:54.970 +0200",NA
661,"vertebra, cervical 3-7",10,"2024-04-12 14:01:54.970 +0200",NA
662,"vertebra, lumbar 1-5",10,"2024-04-12 14:01:54.970 +0200",NA
663,"vertebra, thoracic 1-14",10,"2024-04-12 14:01:54.970 +0200",NA
664,"flat bone",10,"2024-04-12 14:01:54.970 +0200",NA
665,"1960-3920 µm^2",10,"2024-04-12 14:01:54.970 +0200",NA
666,"3920-7840 µm^2",10,"2024-04-12 14:01:54.970 +0200",NA
667,"7840-15680 µm^2",10,"2024-04-12 14:01:54.970 +0200",NA
668,"980-1960 µm^2",10,"2024-04-12 14:01:54.970 +0200",NA
669,">15680 µm^2",10,"2024-04-12 14:01:54.970 +0200",NA
671,"shoot, dwarf",10,"2024-04-12 14:01:54.970 +0200",NA
673,"periderm",10,"2024-04-12 14:01:54.970 +0200",NA
674,"exocarp",10,"2024-04-12 14:01:54.970 +0200",NA
675,"dehiscence cap",10,"2024-04-12 14:01:54.970 +0200",NA
676,"pinnule",10,"2024-04-12 14:01:54.970 +0200",NA
677,"ephippia",10,"2024-04-12 14:01:54.970 +0200",NA
681,"root",10,"2024-04-12 14:01:54.970 +0200",NA
682,"2200-20000 µm^2",10,"2024-04-12 14:01:54.970 +0200",NA
683,"375-2200 µm^2",10,"2024-04-12 14:01:54.970 +0200",NA
684,"75-375 µm^2",10,"2024-04-12 14:01:54.970 +0200",NA
685,">20000 µm^2",10,"2024-04-12 14:01:54.970 +0200",NA
687,"phalanx, first",10,"2024-04-12 14:01:54.970 +0200",NA
688,"elytron/head/pronotum",10,"2024-04-12 14:01:54.970 +0200",NA
689,"head/prothorax",10,"2024-04-12 14:01:54.970 +0200",NA
690,"prothorax",10,"2024-04-12 14:01:54.970 +0200",NA
691,"stem/rhizome",10,"2024-04-12 14:01:54.970 +0200",NA
692,"utricle",10,"2024-04-12 14:01:54.970 +0200",NA
693,"stipe",10,"2024-04-12 14:01:54.970 +0200",NA
694,"seed capsule",10,"2024-04-12 14:01:54.970 +0200",NA
695,"labrum",10,"2024-04-12 14:01:54.970 +0200",NA
696,"head/prothorax/scutellum",10,"2024-04-12 14:01:54.970 +0200",NA
697,"head/prothorax/wing",10,"2024-04-12 14:01:54.970 +0200",NA
698,"prothorax/wing",10,"2024-04-12 14:01:54.970 +0200",NA
699,"various elements",10,"2024-04-12 14:01:54.970 +0200",NA
700,"terminalia",10,"2024-04-12 14:01:54.970 +0200",NA
701,"gaster",10,"2024-04-12 14:01:54.970 +0200",NA
702,"chelicera",10,"2024-04-12 14:01:54.970 +0200",NA
703,"sporangium, large",10,"2024-04-12 14:01:54.970 +0200",NA
704,"sporangium, small",10,"2024-04-12 14:01:54.970 +0200",NA
705,"sorus",10,"2024-04-12 14:01:54.970 +0200",NA
706,"syncarp",10,"2024-04-12 14:01:54.970 +0200",NA
707,"pericarp",10,"2024-04-12 14:01:54.970 +0200",NA
708,"forceps",10,"2024-04-12 14:01:54.970 +0200",NA
709,"hoof",10,"2024-04-12 14:01:54.970 +0200",NA
710,"bone and tooth",10,"2024-04-12 14:01:54.970 +0200",NA
711,"legume",10,"2024-04-12 14:01:54.970 +0200",NA
712,"pappus",10,"2024-04-12 14:01:54.970 +0200",NA
713,"branch",10,"2024-04-12 14:01:54.970 +0200",NA
714,"areole/spine",10,"2024-04-12 14:01:54.970 +0200",NA
715,"bud/needle",10,"2024-04-12 14:01:54.970 +0200",NA
716,"remain",10,"2024-04-12 14:01:54.970 +0200",NA
717,"shoot, short",10,"2024-04-12 14:01:54.970 +0200",NA
718,"invertebrate undiff.",10,"2024-04-12 14:01:54.970 +0200",NA
719,"petrous",10,"2024-04-12 14:01:54.970 +0200",NA
720,"carpal, ulnar",10,"2024-04-12 14:01:54.970 +0200",NA
721,"carpal, intermediate",10,"2024-04-12 14:01:54.970 +0200",NA
722,"carpal, radial",10,"2024-04-12 14:01:54.970 +0200",NA
723,"carpal, second",10,"2024-04-12 14:01:54.970 +0200",NA
724,"carpal, third",10,"2024-04-12 14:01:54.970 +0200",NA
725,"carpal, fourth",10,"2024-04-12 14:01:54.970 +0200",NA
726,"tarsal, central",10,"2024-04-12 14:01:54.970 +0200",NA
727,"tarsal, central/fourth",10,"2024-04-12 14:01:54.970 +0200",NA
728,"tarsal, first",10,"2024-04-12 14:01:54.970 +0200",NA
729,"tarsal, fourth",10,"2024-04-12 14:01:54.970 +0200",NA
730,"tarsal, second",10,"2024-04-12 14:01:54.970 +0200",NA
731,"tarsal, second/third",10,"2024-04-12 14:01:54.970 +0200",NA
732,"tarsal, third",10,"2024-04-12 14:01:54.970 +0200",NA
733,"amerospore",10,"2024-04-12 14:01:54.970 +0200",NA
734,"150-250 µm",10,"2024-04-12 14:01:54.970 +0200",NA
735,"< 10 µm",10,"2024-04-12 14:01:54.970 +0200",NA
736,"7-180 µm",10,"2024-04-12 14:01:54.970 +0200",NA
738,">45 µm",10,"2024-04-12 14:01:54.970 +0200",NA
739,"phragmoascospore",10,"2024-04-12 14:01:54.970 +0200",NA
740,"didymoascospore",10,"2024-04-12 14:01:54.970 +0200",NA
741,"phragmoconidium",10,"2024-04-12 14:01:54.970 +0200",NA
742,"thallus",10,"2024-04-12 14:01:54.970 +0200",NA
743,">125 µm, arboreal",10,"2024-04-12 14:01:54.970 +0200",NA
744,"seed pod",10,"2024-04-12 14:01:54.970 +0200",NA
745,"5-250 µm",10,"2024-04-12 14:01:54.970 +0200",NA
746,"180-250 µm",10,"2024-04-12 14:01:54.970 +0200",NA
747,"10-100 μm",10,"2024-04-12 14:01:54.970 +0200",NA
748,"batch number",10,"2024-04-12 14:01:54.970 +0200",NA
749,"opening diameter",10,"2024-04-12 14:01:54.970 +0200",NA
750,"opening area",10,"2024-04-12 14:01:54.970 +0200",NA
751,"<150 µm",10,"2024-04-12 14:01:54.970 +0200",NA
752,"frozen carcass",10,"2024-04-12 14:01:54.970 +0200",NA
753,"5-100 µm",10,"2024-04-12 14:01:54.970 +0200",NA
754,"10-160 µm",10,"2024-04-12 14:01:54.970 +0200",NA
755,"<35 µm",10,"2024-04-12 14:01:54.970 +0200",NA
756,">160 µm",10,"2024-04-12 14:01:54.970 +0200",NA
757,">35 µm",10,"2024-04-12 14:01:54.970 +0200",NA
758,">1 mm",10,"2024-04-12 14:01:54.970 +0200",NA
759,">2 mm",10,"2024-04-12 14:01:54.970 +0200",NA
760,"case",10,"2024-04-12 14:01:54.970 +0200",NA
761,"leaf scar",10,"2024-04-12 14:01:54.970 +0200",NA
762,"microsporophyll",10,"2024-04-12 14:01:54.970 +0200",NA
764,"catkin bract",10,"2024-04-12 14:01:54.970 +0200",NA
765,"node",10,"2024-04-12 14:01:54.970 +0200",NA
766,"ovule scale",10,"2024-04-12 14:01:54.970 +0200",NA
767,"plant case",10,"2024-04-12 14:01:54.970 +0200",NA
768,"stone case",10,"2024-04-12 14:01:54.970 +0200",NA
769,"arcellinida case",10,"2024-04-12 14:01:54.970 +0200",NA
770,"bark/needle base",10,"2024-04-12 14:01:54.970 +0200",NA
771,"leaf vein",10,"2024-04-12 14:01:54.970 +0200",NA
772,"twig, with bark",10,"2024-04-12 14:01:54.970 +0200",NA
773,"organic",10,"2024-04-12 14:01:54.970 +0200",NA
774,">63 µm",10,"2024-04-12 14:01:54.970 +0200",NA
779,"sterigma",10,"2024-04-12 14:01:54.970 +0200",NA
781,"lemma",10,"2024-04-12 14:01:54.970 +0200",NA
782,"10-250 µm",10,"2024-04-12 14:01:54.970 +0200",NA
783,"conidiophore",10,"2024-04-12 14:01:54.970 +0200",NA
784,"ivory",10,"2024-04-12 14:01:54.970 +0200",NA
785,"feces",10,"2024-04-12 14:01:54.970 +0200",NA
786,"20-50 µm",10,"2024-04-12 14:01:54.970 +0200",NA
787,"<20 µm",10,"2024-04-12 14:01:54.970 +0200",NA
788,"capsule, cap",10,"2024-04-12 14:01:54.970 +0200",NA
789,"perigynium/seed",10,"2024-04-12 14:01:54.970 +0200",NA
790,"spindle",10,"2024-04-12 14:01:54.970 +0200",NA
791,"biogenic silica",10,"2024-04-12 14:01:54.970 +0200",NA
792,"bud/bud scale",10,"2024-04-12 14:01:54.970 +0200",NA
793,"scar tree",10,"2024-04-12 14:01:54.970 +0200",NA
794,"metacarpal, front limb",10,"2024-04-12 14:01:54.970 +0200",NA
795,"metacarpal, rear limb",10,"2024-04-12 14:01:54.970 +0200",NA
796,"carpal, central",10,"2024-04-12 14:01:54.970 +0200",NA
797,"carpal, second/third",10,"2024-04-12 14:01:54.970 +0200",NA
798,"sesamoid, distal",10,"2024-04-12 14:01:54.970 +0200",NA
799,"sesamoid, lateral",10,"2024-04-12 14:01:54.970 +0200",NA
800,"sesamoid, medial",10,"2024-04-12 14:01:54.970 +0200",NA
801,"appendicular",10,"2024-04-12 14:01:54.970 +0200",NA
802,"female catkin",10,"2024-04-12 14:01:54.970 +0200",NA
803,"male catkin",10,"2024-04-12 14:01:54.970 +0200",NA
804,"cone scale",10,"2024-04-12 14:01:54.970 +0200",NA
805,"parenchyma cell",10,"2024-04-12 14:01:54.970 +0200",NA
806,"ascocarp",10,"2024-04-12 14:01:54.970 +0200",NA
807,"hyphopodium",10,"2024-04-12 14:01:54.970 +0200",NA
808,"bract/samara",10,"2024-04-12 14:01:54.970 +0200",NA
809,">710 µm",10,"2024-04-12 14:01:54.970 +0200",NA
810,"50-150 µm",10,"2024-04-12 14:01:54.970 +0200",NA
811,"150-1000 µm",10,"2024-04-12 14:01:54.970 +0200",NA
812,">1000 µm",10,"2024-04-12 14:01:54.970 +0200",NA
813,"melaleuca quinquenervia",10,"2024-04-12 14:01:54.970 +0200",NA
814,"bulk",10,"2024-04-12 14:01:54.970 +0200",NA
815,"12-16 µm",10,"2024-04-12 14:01:54.970 +0200",NA
816,"28-32 µm",10,"2024-04-12 14:01:54.970 +0200",NA
817,"24-28 µm",10,"2024-04-12 14:01:54.970 +0200",NA
818,"32-36 µm",10,"2024-04-12 14:01:54.970 +0200",NA
819,"16-20 µm",10,"2024-04-12 14:01:54.970 +0200",NA
820,"44-48 µm",10,"2024-04-12 14:01:54.970 +0200",NA
821,"36-40 µm",10,"2024-04-12 14:01:54.970 +0200",NA
822,"40-44 µm",10,"2024-04-12 14:01:54.970 +0200",NA
823,"4-8 µm",10,"2024-04-12 14:01:54.970 +0200",NA
824,"20-24 µm",10,"2024-04-12 14:01:54.970 +0200",NA
825,"48-52 µm",10,"2024-04-12 14:01:54.970 +0200",NA
826,"52-56 µm",10,"2024-04-12 14:01:54.970 +0200",NA
827,"56-60 µm",10,"2024-04-12 14:01:54.970 +0200",NA
828,"60-64 µm",10,"2024-04-12 14:01:54.970 +0200",NA
829,"64-68 µm",10,"2024-04-12 14:01:54.970 +0200",NA
830,"68-72 µm",10,"2024-04-12 14:01:54.970 +0200",NA
831,"72-76 µm",10,"2024-04-12 14:01:54.970 +0200",NA
832,"76-80 µm",10,"2024-04-12 14:01:54.970 +0200",NA
833,"8-12 µm",10,"2024-04-12 14:01:54.970 +0200",NA
834,"80-84 µm",10,"2024-04-12 14:01:54.970 +0200",NA
835,"84-88 µm",10,"2024-04-12 14:01:54.970 +0200",NA
836,"92-96 µm",10,"2024-04-12 14:01:54.970 +0200",NA
837,"88-92 µm",10,"2024-04-12 14:01:54.970 +0200",NA
838,">95 µm",10,"2024-04-12 14:01:54.970 +0200",NA
839,"weight",10,"2024-04-12 14:01:54.970 +0200",NA
840,"150-500 μm",10,"2024-04-12 14:01:54.970 +0200",NA
841,"500-1180 μm",10,"2024-04-12 14:01:54.970 +0200",NA
842,"needle; base",10,"2024-04-12 14:01:54.970 +0200",NA
843,"needle; tip",10,"2024-04-12 14:01:54.970 +0200",NA
844,"needle; middle",10,"2024-04-12 14:01:54.970 +0200",NA
845,"needle; shaft",10,"2024-04-12 14:01:54.970 +0200",NA
