LAB_ORIGID,LAB_PREFIX,LAB_FACLTY,CNTRY,LAB_ACTIVE,LAB_MTD,LAB_URL,LAB_SOURCE,CREATED_AT,UPDATED_AT
239,TRa,Trondheim (AMS),NOR,,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
240,TUa,Trondheim (AMS),NOR,,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
241,TUNC,Tehran Univ. Nuclear Centre,IRN,FALSE,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
242,Tx,Texas,USA,FALSE,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
243,u,Uppsala Univ.,SWE,FALSE,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
244,Ua,Uppsala AMS,SWE,,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
245,UB,Belfast,GBR,FALSE,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
246,UBA,Belfast,GBR,,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
247,UBAR,Univ. of Barcelona,ESP,,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
248,UCD,"Univ. College, Dublin",IRL,,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
249,UCI,"Univ. of California, Irvine",USA,,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
250,UCLA,"Univ. of California, Los Angeles",USA,FALSE,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
251,UCR,"Univ. of California, Riverside",USA,FALSE,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
252,UD,Udine,ITA,FALSE,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
253,UGa,Univ. of Georgia,USA,,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
254,UGRA,Univ. of Granada,ESP,,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
255,UL,Univ. of Laval,CAN,FALSE,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
256,ULA,Univ. of Laval,CAN,,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
257,UM,Univ. of Miami,USA,FALSE,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
258,UNAM,National Autonomous Univ. of Mexico,MEX,,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
259,UOC,Univ. of Ottawa,CAN,,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
260,UQ,Univ. of Quebec at Montreal,CAN,FALSE,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
261,URCRM,Ukrainian Research Ctr. for Radiation Medicine,UKR,FALSE,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
262,URU,Univ. of Uruguay,URY,,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
263,USGS,"USGS, Menlo Park",USA,FALSE,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
264,UtC,Utrecht van de Graaff,NLD,,,https://web.science.uu.nl/ams/,HM: Internet,2023-11-16 01:45:29.241 +1100,2023-11-16 01:45:29.241 +1100
265,UTCAG,Univ. of Tennessee,USA,,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
266,UW,Univ. of Washington,USA,FALSE,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
267,UZH,Univ. of Zurich,CHE,,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
268,V,"Melbourne, Victoria",AUS,FALSE,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
269,Vs,"Vilnius, Nat. Res. Ctr.",LTU,,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
270,VERA,Inst. fur Radiumforschung und Kernphysik,AUT,,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
271,VRI,Universitat Wien,AUT,FALSE,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
272,W,"USGS, National Center",USA,FALSE,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
273,WAT,Univ. of Waterloo,CAN,FALSE,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
274,WIS,Univ. of Wisconsin,USA,FALSE,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
275,Wk,Univ. of Waikato,NZL,,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
276,WRD,"USGS Washington, D.C.",USA,FALSE,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
277,WSU,Washington State Univ.,USA,FALSE,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
278,XLLQ,Xi'an Lab. of China Loess & Quat. Geol.,CHN,,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
279,X,Whitworth College,USA,FALSE,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
280,Y,Yale Univ.,USA,FALSE,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
281,Ya,Yale Univ.,USA,FALSE,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
282,YU,Yamagata Univ.,JPN,,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
283,Z,Zagreb,HRV,,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
284,SUA,Sydney Univ.,AUS,,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
285,J,"Max Planck Inst. for Biogeochemistry, Jena",DEU,,C14,,Radiocarbon,2021-11-19 22:11:05.011 +1100,
286,BSG,Brock Univ.,CAN,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
287,COAH,Inst. of Geology Geophysics and Mineralogy Novosibirsk Russia,RUS,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
288,CRC,Centre de Datation par le RadioCarbone,FRA,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
289,CRG,Centre de Recherches Geodynamiques Université Pierre et Marie Curie,FRA,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
290,GSY,Radiocarbon Lab. Centre National de la Recherche Scientifique Gif-sur-Yvette (Essonne),FRA,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
291,HUR,Hacettepe Univ.,TUR,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
292,JGS,Geological Survey of Japan,JPN,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
293,JUBR,Biren Roy Research Lab.,IND,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
294,Ka,Kopenhagen AMS,DNK,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
295,KAERI,Korean Atomic Energy Research Inst.,KOR,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
296,KCP,National Cultural Property Research Inst.,KOR,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
297,LGQ,Laboratoire de Geologie du Quatemaire Luminy,FRA,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
298,LJ,Scripps (UCSD) La Jolla,USA,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
299,LOD,Lodz,POL,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
300,LP,"LATYR, La Plata",ARG,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
301,LT,ND,LTU,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
302,ML,Miami,USA,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
303,Mo,Verdanski Inst. of Geochemistry Moscow,RUS,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
304,MOC,Archaeological Inst. Czechoslovak Acad. of Sci.,CSK,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
305,MP,Magnolia Petroleum,USA,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
306,MRRI,Marine Resources Research Inst.,USA,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
307,MSU,Moscow State Univ.,RUS,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
309,RI,Radiochemistry Inc.,ND,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
310,RUL,Radiocarbon Lab. of the Inst. of Archaeology of Leningrad,SUN,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
311,SOAN,Inst. of Geology and Geophysics,RUS,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
312,SR,Harare (Salisbury Rhodesia),ZWE,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
313,SRR,NERC Radiocarbon Lab.,GBR,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
314,St,Stockholm,SWE,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
315,Su,Finland,FIN,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
316,SUERC,Scottish Universities Environmental Research Centre,GBR,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
317,SWA,Swansea,GBR,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
318,Ta,Tartu,FIN,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
319,TAM,Texas A & M Univ.,USA,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
320,Tln,Tallinn,EST,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
321,UGAMS,Univ. of Georgia AMS,USA,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
322,WHAMS,National Ocean Sciences AMS Facility,USA,,C14,,RadonKiel,2021-11-19 22:11:05.011 +1100,
323,LLNL,Lawrence Livermore National Lab.,USA,,C14,,HM: Internet,2021-11-19 22:11:05.011 +1100,2023-11-16 01:31:47.995 +1100
324,ARL,Army Research Laboratory Aberdeen Proving Ground,USA,,C14,,pelletron.com,2021-11-19 22:11:05.011 +1100,2022-07-03 22:47:13.190 +1000
325,Ad,Prescott Environmental Lum. Lab. Adelaide,AUS,,OSL,,HM: Internet,2021-11-19 22:11:05.011 +1100,2023-11-16 01:55:46.708 +1100
326,UOW,UOW OSL Dating Lab. Wollongong,AUS,TRUE,OSL,,HM: Internet,2021-11-19 22:11:05.011 +1100,2023-11-16 01:31:48.003 +1100
327,MQU,Macquaire Univ. Lum. Dating Facility,AUS,,OSL,,HM: Internet,2021-11-19 22:11:05.011 +1100,2023-11-16 01:55:46.716 +1100
328,,Univ. Melbourne Lum. Dating Facility,AUS,,OSL,,HM: Internet,2021-11-19 22:11:05.011 +1100,2023-11-16 01:54:02.178 +1100
329,GU,"Griffith Univ. OSL Dating Laboratory, Australian Rivers Inst.",AUS,,OSL,,HM: Internet,2021-11-19 22:11:05.011 +1100,2023-11-16 01:31:48.028 +1100
330,WLL,Victoria Univ. of Wellington Lum. Dating Facility,NZL,,OSL,,HM: Internet,2021-11-19 22:11:05.011 +1100,2023-11-16 01:54:02.171 +1100
331,ANU,ANU Lum. Dating Laboratory Canberra,AUS,,OSL,,HM: Internet,2021-11-19 22:11:05.011 +1100,2023-11-16 01:55:46.659 +1100
332,C-L,Cologne Lum. Laboratory (CLL),DEU,,OSL,,HM: Internet,2021-11-19 22:11:05.011 +1100,2023-11-16 01:55:46.724 +1100
333,EVA,Max Planck Inst. for Evolutionary Anthropology Lum. Dating Lab. Leipzig,DEU,,OSL,,HM: Internet,2021-11-19 22:11:05.011 +1100,2023-11-16 01:55:46.733 +1100
334,L-EVA,Max Planck Inst. for Evolutionary Anthropology Lum. Dating Lab. Leipzig,DEU,,OSL,,HM: Internet,2021-11-19 22:11:05.011 +1100,2023-11-16 01:55:46.667 +1100
335,UW,University of Washington Lum.Dating Laboratory,USA,,OSL,,HM: Internet,2021-11-19 22:11:05.011 +1100,2023-11-16 01:54:02.163 +1100
336,W,"UOW TL Dating Lab. Wollongong, David Price",AUS,,TL,,HM: Internet,2021-11-19 22:11:05.011 +1100,2023-11-16 01:31:48.223 +1100
337,Ad,Prescott Environmental Lum. Lab. Adelaide,AUS,,TL,,HM: Internet,2021-11-19 22:11:05.011 +1100,2023-11-16 01:55:46.700 +1100
338,ALPHA,Alpha Analytic Inc.,USA,,TL,,HM: Internet,2021-11-19 22:11:05.011 +1100,2023-11-16 01:31:48.231 +1100
339,CABAH,UOW OSL Dating Lab. Wollongong,AUS,TRUE,OSL,,HM: Internet,2021-11-19 22:11:05.011 +1100,2023-11-16 01:31:48.239 +1100
340,Shfd,Sheffield Lum. Lab.,GBR,,OSL,,HM: Internet,2021-11-19 22:11:05.011 +1100,2023-11-16 01:55:46.675 +1100
341,CLW,"CSIRO Land and Water, Canberra",AUS,,OSL,,HM: Internet,2021-11-19 22:11:05.011 +1100,2023-11-16 01:31:48.254 +1100
342,X,Oxford Lum. Lab.,GBR,,OSL,,HM: Internet,2021-11-19 22:11:05.011 +1100,2023-11-16 01:55:46.682 +1100
343,Ox,Oxford Lum. Lab.,GBR,,OSL,,HM: Internet,2021-11-19 22:11:05.011 +1100,2023-11-16 01:55:46.691 +1100
345,GXO,Geochron Laboratories,USA,FALSE,C14,,pelletron.com,2022-07-03 22:48:11.462 +1000,2022-07-03 22:50:52.253 +1000
346,CSIRO,Commonwealth Scientific and Industrial Research Organisation,AUS,,C14,,pelletron.com,2022-07-03 22:55:18.464 +1000,2022-07-03 22:55:18.464 +1000
347,ANUOD,Australian National University,AUS,,OSL,,HM: Internet,2022-07-03 22:57:19.177 +1000,2023-11-16 01:31:48.280 +1100
348,GL,University of Gloucestershire,GBR,,OSL,,JQuatSci,2022-07-04 17:59:36.401 +1000,2022-07-04 18:01:04.952 +1000
349,UNSW,"Mark Wainwright Analytical Centre, UNSW Sydney",AUS,TRUE,C14,https://www.analytical.unsw.edu.au/facilities/sseau/radiocarbon-laboratory,HM: Internet,2023-09-29 15:53:37.529 +1000,2023-11-16 01:31:48.288 +1100
350,USU,Utah State University Lum. Lab,USA,TRUE,OSL,https://www.usu.edu/geo/osl/,HM: Internet,2023-09-29 15:56:30.150 +1000,2023-11-16 01:54:02.154 +1100
351,KCCAMS,"W. M. Keck Carbon Cycle Accelerator Mass Spectrometer Facility, UC Irvine",USA,TRUE,C14,https://sites.ps.uci.edu/kccams/,HM: Internet,2023-11-15 23:25:39.767 +1100,2023-11-16 01:31:48.303 +1100
352,S-ANU,"Australian National Univ., EC Single Stage AMS ",AUS,TRUE,C14,https://earthsciences.anu.edu.au/research/facilities/accelerator-mass-spectrometer,HM: Internet,2023-11-15 23:33:37.828 +1100,2023-11-16 01:31:05.142 +1100
353,YAUT,"Atmosphere and Ocean Research Institute, Univ. of Tokyo",JPN,,C14,https://www.aori.u-tokyo.ac.jp/english/,HM: Internet,2023-11-15 23:38:05.611 +1100,2023-11-16 01:53:09.079 +1100
